Access Of Foreign Data (AOFD);Coupling Between Objects (CBO);Cyclomatic Complexity (CC);Changing Classes (ChC);Changing Methods (CM);Depth Of Inheritance Hierarchy (DIT);Lines Of Code (LOC);Number of Accessor Methods (NAM);Number Of Child Classes (NOCC);Number Of Public Attributes (NOPA);Response For Class (RFC);Tight Class Cohesion (TCC);Weighted Chancging Methods (WCM);Weight Of a Class (WOC);Lack of Cohesion (LCOM);Refused Bequest Smell;Feature Envy Smell;Long Method Smell;Large Class Smell;Data Class Smell;Shotgun Surgery Smell
0.0;2;1;1;0;1;5;0;1;1;0;14;0;100;_;none;none;none;none;none;none
2.0;22;12;55;33;1;386;8;2;52;0;137;8;80;94;none;none;none;none;none;Shotgun Surgery
0.0;1;1;1;0;1;6;0;1;1;0;12;0;100;100;none;none;none;none;none;none
0.0;2;1;1;0;1;5;0;1;1;0;14;0;100;_;none;none;none;none;none;none
0.0;1;2;8;4;1;29;2;1;8;0;22;1;75;70;none;none;none;none;none;none
0.0;3;3;7;3;2;34;1;1;7;0;35;1;86;37;none;none;none;none;none;none
0.0;0;1;2;2;0;4;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;9;5;39;46;1;256;0;1;39;0;133;3;100;72;none;Feature Envy;none;none;none;none
0.0;3;1;1;0;1;5;0;1;1;0;15;1;100;_;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;2;3;1;0;2;10;0;1;1;0;15;0;100;_;none;none;none;none;none;none
0.0;7;1;12;4;0;14;0;1;12;0;12;0;100;0;none;none;none;none;none;none
0.0;6;12;5;2;1;136;2;1;7;0;35;3;100;56;none;none;none;none;none;none
0.0;4;1;0;0;3;8;0;1;0;0;19;0;0;0;none;none;none;none;none;none
0.0;12;5;26;76;1;192;4;1;24;0;69;5;77;86;none;Feature Envy;none;none;none;none
1.0;22;5;29;17;2;359;2;1;41;0;114;7;134;91;none;none;none;none;none;none
0.0;4;1;1;7;1;13;1;1;1;0;14;1;0;0;none;Feature Envy;none;none;none;none
0.0;1;1;4;2;0;6;0;1;4;0;4;0;100;0;none;none;none;none;none;none
0.0;1;2;3;22;1;14;0;1;3;0;16;0;100;0;none;none;none;none;none;none
0.0;0;1;0;0;3;7;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;2;2;13;2;1;46;4;1;13;0;27;0;69;83;none;none;none;none;none;none
0.0;4;5;3;3;1;46;0;1;4;0;25;2;133;70;none;none;none;none;none;none
0.0;1;2;5;0;4;31;0;1;5;0;133;2;100;66;Refused Bequest;none;none;none;none;none
0.0;1;1;1;1;5;12;0;1;1;0;128;0;100;50;none;none;none;none;none;none
0.0;6;1;4;0;1;16;0;1;4;0;23;2;100;0;none;none;none;none;none;none
2.0;22;3;14;1;6;118;1;1;16;0;514;6;107;82;Refused Bequest;none;none;none;none;none
1.0;10;6;10;1;2;107;0;1;10;0;61;7;100;_;none;none;none;none;none;none
0.0;1;2;4;2;1;44;0;1;6;0;24;1;150;79;none;none;none;none;none;none
0.0;4;3;19;24;1;82;3;1;21;0;38;0;95;75;none;Feature Envy;none;none;none;none
0.0;0;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
1.0;4;1;1;0;3;13;0;1;1;0;32;1;100;0;none;none;none;none;none;none
4.0;37;6;8;0;1;331;0;1;17;0;111;14;213;84;Refused Bequest;none;none;none;none;none
2.0;9;3;4;1;5;57;0;1;5;0;634;3;125;75;Refused Bequest;none;none;none;none;none
1.0;12;9;9;1;2;110;0;1;11;0;74;8;122;75;Refused Bequest;none;none;none;none;none
0.0;2;1;4;1;1;14;1;1;4;0;25;0;75;50;none;none;none;none;none;none
1.0;5;1;1;0;3;19;0;1;1;0;38;4;100;100;none;none;none;none;none;none
1.0;6;1;1;0;3;15;0;1;1;0;35;3;100;0;none;none;none;none;none;none
1.0;6;1;1;0;3;15;0;1;1;0;34;2;100;0;none;none;none;none;none;none
1.0;4;1;1;0;3;12;0;1;1;0;32;1;100;0;none;none;none;none;none;none
1.0;4;1;1;0;3;12;0;1;1;0;32;1;100;0;none;none;none;none;none;none
0.0;2;1;1;0;4;12;0;1;1;0;36;0;100;0;none;none;none;none;none;none
0.0;4;2;1;0;4;14;0;1;1;0;36;3;100;0;none;none;none;none;none;none
2.0;25;3;1;0;1;102;0;1;2;0;43;10;200;48;Refused Bequest;none;none;none;none;none
3.0;21;3;1;0;1;131;0;1;3;0;51;11;300;50;Refused Bequest;none;none;none;none;none
3.0;29;4;2;1;1;139;0;1;5;0;47;11;250;76;Refused Bequest;none;none;none;none;Shotgun Surgery
0.0;10;6;8;0;2;88;0;1;10;0;46;6;125;0;none;none;none;none;none;none
0.0;10;6;8;0;2;79;0;1;8;0;44;6;100;0;none;none;none;none;none;none
0.0;11;6;8;0;2;73;0;1;8;0;46;5;100;88;none;none;none;none;none;none
0.0;10;5;8;0;2;48;0;1;8;0;43;6;100;0;none;none;none;none;none;none
0.0;7;6;7;0;2;78;0;1;7;0;40;5;100;0;none;none;none;none;none;none
0.0;8;6;7;0;2;85;0;1;7;0;42;5;100;0;none;none;none;none;none;none
3.0;21;2;1;0;1;77;0;1;2;0;48;11;200;55;Refused Bequest;none;none;none;none;none
0.0;6;1;4;0;1;16;0;1;4;0;23;2;100;0;none;none;none;none;none;none
1.0;3;2;3;2;1;30;1;1;3;0;16;0;67;62;none;none;none;none;Data Class;none
1.0;4;2;4;2;1;38;2;1;4;0;18;0;50;73;none;none;none;none;none;none
2.0;20;3;14;2;6;118;1;1;16;0;501;5;107;88;none;none;none;none;none;none
0.0;7;7;4;0;5;95;0;1;4;0;64;3;100;40;none;none;none;none;none;none
0.0;5;7;4;0;5;83;0;1;4;0;63;2;100;40;none;none;none;none;none;none
0.0;7;7;4;0;5;122;0;1;4;0;64;4;100;40;none;none;none;none;none;none
0.0;8;7;4;0;5;110;0;1;4;0;63;3;100;40;none;none;none;none;none;none
0.0;6;7;4;0;5;104;0;1;4;0;64;3;100;40;none;none;none;none;none;none
0.0;6;7;4;0;5;95;0;1;4;0;64;3;100;40;none;none;none;none;none;none
1.0;4;2;2;1;3;23;0;1;3;0;34;2;150;50;none;none;none;none;none;none
4.0;50;5;22;1;5;285;3;1;26;0;565;13;105;91;Refused Bequest;none;none;none;none;none
0.0;3;4;7;7;4;57;1;1;7;0;56;0;86;50;none;Feature Envy;none;none;none;none
0.0;9;23;1;0;6;89;0;1;2;0;530;3;200;50;none;none;none;none;none;Shotgun Surgery
1.0;8;9;1;1;6;89;0;1;1;0;492;4;100;50;none;none;none;none;none;none
2.0;20;7;15;6;5;157;0;1;19;0;510;8;127;87;none;none;none;none;none;none
1.0;17;5;2;4;6;91;1;1;2;0;503;4;50;58;none;none;none;none;Data Class;none
1.0;11;1;0;0;6;45;0;1;0;0;491;1;0;50;none;none;none;none;Data Class;none
1.0;11;1;0;0;6;43;0;1;0;0;491;1;0;50;none;none;none;none;Data Class;none
1.0;16;2;1;1;6;75;0;1;1;0;503;2;100;50;none;none;none;none;Data Class;none
1.0;14;1;1;5;6;63;0;1;1;0;498;2;100;41;none;none;none;none;none;none
0.0;8;1;34;52;1;109;0;1;30;0;67;1;88;88;none;none;none;none;none;none
0.0;2;1;2;1;1;31;0;1;2;0;18;2;100;83;none;none;none;none;none;none
1.0;6;6;30;2;1;203;2;1;34;0;62;4;107;85;none;none;none;none;none;none
0.0;1;1;2;7;0;4;0;1;2;0;2;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;2;3;0;1;35;1;1;3;0;18;0;67;0;none;none;none;none;none;none
0.0;10;6;8;0;2;136;0;1;10;0;77;3;125;61;none;none;none;none;none;none
0.0;1;1;1;2;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;6;1;5;0;0;30;0;1;5;0;27;0;100;16;none;none;none;none;none;none
0.0;6;1;5;0;0;32;0;1;5;0;27;0;100;28;none;none;none;none;none;none
0.0;7;1;5;0;0;36;0;1;5;0;27;0;100;37;none;none;none;none;none;none
0.0;6;1;5;0;0;32;0;1;5;0;27;0;100;28;none;none;none;none;none;none
0.0;6;1;5;0;0;30;0;1;5;0;27;0;100;16;none;none;none;none;none;none
0.0;6;1;5;0;0;30;0;1;5;0;27;0;100;16;none;none;none;none;none;none
0.0;6;1;5;0;0;32;0;1;5;0;27;0;100;28;none;none;none;none;none;none
0.0;1;1;1;0;0;10;0;1;1;0;2;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;10;0;1;1;0;2;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;11;0;1;1;0;2;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;16;0;1;1;0;2;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;10;0;1;1;0;2;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;10;0;1;1;0;2;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;15;0;1;1;0;2;1;100;0;none;none;none;none;none;none
2.0;12;2;23;0;1;154;0;1;24;0;77;4;104;84;none;none;none;none;none;none
1.0;10;5;10;516;1;156;0;1;13;0;48;4;130;82;none;none;none;none;none;none
0.0;0;1;4;0;1;10;0;1;4;0;19;0;100;0;none;none;none;none;none;none
0.0;2;7;5;0;1;66;0;1;7;0;31;1;140;42;none;Feature Envy;none;none;none;none
0.0;0;1;4;2;0;6;0;1;4;0;4;0;100;0;none;none;none;none;none;none
0.0;10;5;9;1;1;244;0;5;10;0;79;5;111;80;none;none;none;none;none;none
0.0;4;3;4;1;2;61;0;1;8;0;37;2;200;50;none;none;none;none;none;none
0.0;2;1;2;1;5;34;0;1;4;0;151;1;200;43;none;none;none;none;none;none
0.0;3;2;3;1;6;35;0;1;4;0;157;3;133;0;none;none;none;none;none;none
0.0;3;2;3;1;6;35;0;1;4;0;157;3;133;0;none;none;none;none;none;none
0.0;2;1;1;0;1;10;0;1;1;0;14;0;100;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;7;6;23;0;1;207;0;1;26;0;93;2;113;71;none;none;none;none;none;none
0.0;0;1;4;0;1;11;0;1;4;0;19;0;100;0;none;none;none;none;none;none
2.0;22;7;20;17;2;217;4;1;20;0;75;6;80;89;none;Feature Envy;none;none;none;none
0.0;10;1;69;130;0;80;0;1;67;0;67;0;97;0;none;Feature Envy;none;none;none;none
1.0;3;1;3;4;1;15;0;1;3;0;16;0;100;75;none;none;none;none;none;none
2.0;43;9;67;0;1;702;17;2;76;0;243;16;88;94;none;none;none;none;none;none
0.0;2;1;1;0;1;5;0;1;1;0;14;1;100;0;none;none;none;none;none;none
1.0;24;4;16;106;1;253;0;1;23;0;79;12;144;90;none;Feature Envy;none;none;none;none
0.0;0;1;5;5;0;7;0;1;5;0;5;0;100;0;none;none;none;none;none;none
2.0;13;3;70;18;1;512;4;1;74;0;139;7;100;86;none;none;none;none;none;none
0.0;2;1;8;7;0;12;0;1;8;0;8;0;100;0;none;Feature Envy;none;none;none;none
2.0;8;2;4;0;5;42;0;1;5;0;540;4;125;83;none;none;none;none;none;none
0.0;2;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;7;1;4;0;1;18;0;1;4;0;26;3;100;0;none;none;none;none;none;none
0.0;0;1;8;3;0;10;0;1;4;0;4;0;50;0;none;none;none;none;none;none
3.0;33;14;10;5;1;436;0;2;25;0;112;18;250;89;none;none;none;none;none;none
0.0;1;1;1;0;1;7;0;1;1;0;18;1;100;0;none;none;none;none;none;none
0.0;0;2;7;1;1;29;2;1;7;0;18;0;71;_;none;none;none;none;none;none
2.0;13;3;6;0;5;104;0;2;6;0;494;6;100;85;Refused Bequest;none;none;none;none;none
1.0;3;2;7;0;2;44;0;1;7;0;47;3;100;100;none;none;none;none;none;none
0.0;5;1;4;0;1;14;0;1;4;0;21;2;100;0;none;none;none;none;none;none
1.0;12;2;19;17;1;85;0;1;8;0;36;3;42;88;none;none;none;none;none;none
0.0;1;1;7;5;0;9;0;1;7;0;7;0;100;0;none;none;none;none;none;none
1.0;9;3;7;0;1;99;3;1;15;0;45;3;171;84;none;none;none;none;none;none
0.0;5;5;6;9;1;113;0;1;13;0;35;0;217;66;none;Feature Envy;none;none;none;none
0.0;9;4;29;31;1;128;0;1;9;0;33;6;31;95;none;Feature Envy;none;none;none;none
1.0;1;3;23;23;1;314;0;1;24;0;37;1;104;90;none;Feature Envy;none;none;none;none
0.0;0;1;2;1;2;9;1;1;2;0;36;0;50;0;none;none;none;none;none;none
0.0;3;3;1;0;2;22;0;1;1;0;29;2;100;0;none;none;none;none;none;none
0.0;5;4;2;0;2;42;0;1;2;0;34;4;100;0;none;none;none;none;none;none
0.0;3;2;1;1;2;22;0;1;1;0;29;2;100;0;none;none;none;none;none;none
0.0;1;2;1;0;2;17;0;1;1;0;26;0;100;0;none;none;none;none;none;none
0.0;3;4;2;0;2;32;0;1;2;0;31;2;100;0;none;none;none;none;none;none
0.0;1;3;1;0;2;23;0;1;1;0;26;0;100;0;none;none;none;none;none;none
0.0;2;2;1;0;2;16;0;1;1;0;26;0;100;0;none;none;none;none;none;none
0.0;0;2;0;0;2;8;0;1;0;0;25;0;0;0;Refused Bequest;none;none;none;none;none
0.0;2;2;1;0;2;18;0;1;1;0;26;0;100;0;none;none;none;none;none;none
0.0;0;2;0;0;2;8;0;1;0;0;25;0;0;0;Refused Bequest;none;none;none;none;none
0.0;2;7;1;0;2;38;0;1;1;0;26;0;100;0;none;none;none;none;none;none
0.0;1;2;1;0;2;18;0;1;1;0;26;0;100;0;none;none;none;none;none;none
0.0;0;1;0;0;2;5;0;1;0;0;24;0;0;0;Refused Bequest;none;none;none;none;none
0.0;0;2;0;0;2;7;0;1;0;0;25;0;0;0;Refused Bequest;none;none;none;none;none
0.0;0;2;0;0;2;8;0;1;0;0;25;0;0;0;Refused Bequest;none;none;none;none;none
0.0;0;2;0;0;2;8;0;1;0;0;25;0;0;0;Refused Bequest;none;none;none;none;none
0.0;5;4;2;0;2;31;0;1;2;0;35;4;100;0;none;none;none;none;none;none
0.0;3;9;2;0;2;59;0;1;2;0;32;2;100;0;none;none;none;none;none;none
0.0;3;5;1;0;2;73;0;1;4;0;32;2;400;0;none;none;none;none;none;none
0.0;0;2;0;0;2;7;0;1;0;0;25;0;0;0;Refused Bequest;none;none;none;none;none
1.0;7;4;4;0;3;39;0;1;5;0;37;4;125;83;none;none;none;none;none;none
1.0;10;4;4;0;3;51;0;1;4;0;42;7;100;0;none;none;none;none;none;none
1.0;6;6;4;0;3;51;0;1;5;0;45;3;125;83;none;none;none;none;none;none
1.0;9;1;4;0;1;34;0;1;4;0;24;4;100;0;none;none;none;none;none;none
1.0;12;25;3;0;3;158;0;1;5;0;53;7;167;0;none;none;none;none;none;Shotgun Surgery
0.0;2;16;0;0;1;128;0;1;10;0;37;2;10;0;none;none;none;none;none;none
1.0;10;15;3;0;3;115;0;1;6;0;54;6;200;85;none;none;none;none;none;Shotgun Surgery
3.0;18;52;2;0;3;1185;0;2;39;0;127;12;1950;96;none;none;none;none;none;Shotgun Surgery
0.0;0;_;0;0;1;3;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;1;4;3;0;3;40;0;1;4;0;29;0;133;0;none;none;none;none;none;none
1.0;11;13;4;0;3;120;0;1;6;0;56;8;150;0;none;none;none;none;none;Shotgun Surgery
2.0;8;6;3;0;3;53;0;1;4;0;47;6;133;0;none;none;none;none;none;none
1.0;10;19;3;0;3;121;0;1;5;0;48;8;167;0;none;none;none;none;none;Shotgun Surgery
2.0;16;41;5;0;3;435;0;1;14;0;89;12;280;90;none;none;none;none;none;Shotgun Surgery
1.0;12;20;3;0;3;153;0;1;5;0;52;9;167;0;none;none;none;none;none;Shotgun Surgery
1.0;14;28;3;0;3;159;0;1;5;0;58;10;167;0;none;none;none;none;none;Shotgun Surgery
0.0;5;7;3;0;3;61;0;1;4;0;43;2;133;0;none;none;none;none;none;none
1.0;13;11;3;0;3;154;0;1;6;0;57;10;200;0;none;none;none;none;none;none
0.0;4;4;4;0;3;86;0;1;6;0;39;3;150;0;none;none;none;none;none;none
1.0;10;1;4;0;1;81;0;1;4;0;27;4;100;0;none;none;none;none;none;none
0.0;1;1;1;0;4;11;0;1;1;0;46;0;100;100;none;none;none;none;none;none
1.0;8;5;3;0;3;53;0;1;5;0;48;7;167;0;none;none;none;none;none;none
1.0;8;1;3;0;3;39;0;1;4;0;38;6;133;0;none;none;none;none;none;none
0.0;5;7;3;0;3;61;0;1;4;0;42;3;133;0;none;none;none;none;none;none
1.0;17;28;7;16;1;755;0;3;22;0;85;9;314;97;none;Feature Envy;none;none;none;Shotgun Surgery
0.0;0;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;2;0;0;1;15;0;1;1;0;14;0;1;0;none;none;none;none;none;none
1.0;13;14;3;0;3;131;0;1;6;0;64;9;200;0;none;none;none;none;none;Shotgun Surgery
1.0;7;6;3;0;3;68;0;1;5;0;38;5;167;0;none;none;none;none;none;none
0.0;6;6;3;0;3;60;0;1;4;0;45;5;133;0;none;none;none;none;none;none
2.0;17;31;5;1;3;453;0;1;13;0;96;11;260;85;none;none;none;none;none;Shotgun Surgery
0.0;2;2;1;0;4;14;0;1;1;0;47;1;100;0;none;none;none;none;none;none
1.0;12;10;3;0;3;228;0;3;10;0;71;6;333;81;none;none;none;none;none;none
0.0;4;3;0;0;1;58;0;2;3;0;26;2;3;0;none;none;none;none;none;none
0.0;1;1;0;0;1;25;0;1;4;0;16;0;4;61;none;none;none;none;none;none
1.0;12;28;5;1;3;438;0;1;20;0;74;9;400;0;none;none;none;none;none;Shotgun Surgery
1.0;7;1;4;0;1;19;0;1;4;0;23;2;100;0;none;none;none;none;none;none
2.0;8;2;7;0;5;49;0;1;7;0;542;4;100;91;Refused Bequest;none;none;none;none;none
7.0;22;2;8;0;5;222;0;1;12;0;493;4;150;70;none;none;none;none;none;none
0.0;0;2;4;0;1;251;0;1;4;0;15;0;100;_;none;none;none;none;none;none
0.0;0;2;0;0;1;22;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;1;1;1;2;1;23;0;1;1;0;13;0;100;62;none;none;none;none;none;none
0.0;7;7;0;0;0;63;0;1;1;0;6;2;1;75;none;none;none;none;none;none
0.0;2;1;0;0;0;8;0;1;1;0;2;0;1;0;none;none;none;none;none;none
0.0;2;7;2;1;1;53;0;1;2;0;22;3;100;0;none;none;none;none;none;none
2.0;3;1;1;0;4;11;0;1;1;0;107;0;100;100;Refused Bequest;none;none;none;none;none
3.0;5;13;1;0;4;54;0;1;1;0;110;1;100;100;Refused Bequest;none;none;none;none;none
2.0;5;6;1;0;4;29;0;1;1;0;109;1;100;0;Refused Bequest;none;none;none;none;none
2.0;5;6;1;0;4;29;0;1;1;0;109;1;100;0;Refused Bequest;none;none;none;none;none
0.0;9;1;4;0;1;22;0;1;4;0;24;2;100;75;none;none;none;none;none;none
0.0;15;5;11;6;2;204;0;2;23;0;78;2;209;90;none;Feature Envy;none;none;none;none
1.0;4;4;5;4;1;45;0;1;7;0;24;2;140;61;none;none;none;none;none;none
2.0;12;4;7;3;3;286;2;1;36;0;134;4;486;84;none;none;none;none;Data Class;none
0.0;0;1;28;1;2;101;0;1;1;0;19;1;4;50;none;none;none;none;none;none
0.0;20;3;6;1;2;85;0;1;6;0;47;4;100;77;none;none;none;none;none;none
0.0;3;10;1;0;0;51;0;1;1;0;5;1;100;0;none;none;none;none;none;none
0.0;0;1;1;0;4;10;1;1;1;0;25;0;0;_;none;none;none;none;none;none
0.0;16;3;5;5;1;36;0;1;6;0;26;2;120;0;none;none;none;none;none;none
1.0;22;11;13;3;2;198;3;1;14;0;69;8;85;75;none;none;none;none;none;none
0.0;5;3;4;1;2;39;0;1;4;0;22;1;100;_;none;none;none;none;none;none
0.0;0;2;1;0;1;13;1;1;1;0;13;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;3;3;0;1;0;0;31;0;0;0;none;none;none;none;none;none
2.0;26;11;3;0;5;118;0;1;4;0;96;9;133;80;none;none;none;none;none;Shotgun Surgery
0.0;3;2;3;0;4;33;0;1;3;0;28;1;100;100;none;Feature Envy;none;none;none;none
0.0;12;3;3;1;0;432;1;2;6;0;19;2;167;82;none;none;none;none;none;none
0.0;0;1;4;0;1;36;4;1;4;0;15;0;0;66;none;none;none;none;none;none
0.0;0;1;0;0;3;15;0;1;0;0;24;0;0;100;none;none;none;none;none;none
1.0;28;4;24;14;1;200;1;1;22;0;76;5;88;91;none;none;none;none;none;none
0.0;0;1;0;0;1;86;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;8;10;2;0;0;151;0;2;4;0;23;5;200;41;none;none;none;none;none;none
0.0;0;1;0;0;1;14;0;1;2;0;14;0;2;33;none;none;none;none;none;none
0.0;29;4;5;0;2;138;0;1;10;0;71;14;200;90;none;none;none;none;Data Class;none
1.0;11;4;4;1;3;161;2;2;11;0;91;5;225;_;none;none;none;none;none;none
0.0;0;1;6;1;2;24;0;1;1;0;19;1;17;_;none;none;none;none;none;none
0.0;5;1;4;1;0;7;0;1;4;0;4;0;100;0;none;none;none;none;none;none
0.0;5;2;2;6;2;17;0;1;2;0;23;3;100;66;none;none;none;none;none;none
0.0;4;3;2;0;1;30;0;1;2;0;19;0;100;0;none;none;none;none;none;none
0.0;12;4;12;3;2;150;0;1;16;0;104;6;133;84;none;none;none;none;none;none
0.0;0;1;0;0;4;11;0;1;0;0;24;0;0;0;none;Feature Envy;none;none;none;none
2.0;3;2;4;0;1;39;0;1;4;0;21;1;100;0;none;none;none;none;Data Class;none
0.0;17;2;5;0;2;62;0;1;5;0;40;2;100;90;none;none;none;none;none;none
2.0;13;11;6;2;3;240;0;1;19;0;105;4;317;85;none;none;none;none;Data Class;none
0.0;0;1;15;2;2;44;0;1;1;0;19;1;7;57;none;none;none;none;none;none
1.0;44;6;7;2;3;451;0;2;15;0;170;19;214;84;none;none;none;none;none;none
2.0;10;4;6;1;3;97;0;1;8;0;58;5;133;78;none;none;none;none;none;none
0.0;0;1;0;0;6;5;0;1;0;0;27;0;0;0;none;none;none;none;none;none
0.0;0;1;0;0;5;5;0;1;0;0;27;0;0;0;none;none;none;none;none;none
0.0;2;1;13;4;1;32;1;1;13;0;36;0;92;64;none;none;none;none;none;none
0.0;1;4;4;3;1;44;1;1;6;0;24;1;125;66;none;none;none;none;none;none
0.0;0;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;31;5;7;2;3;181;0;1;9;0;106;11;129;75;none;none;none;none;none;none
0.0;0;1;0;0;5;8;0;1;0;0;27;0;0;0;none;none;none;none;none;none
0.0;5;13;4;0;4;127;0;1;6;0;60;1;150;76;Refused Bequest;none;none;none;none;none
0.0;0;1;2;0;4;10;0;1;2;0;46;0;100;0;Refused Bequest;none;none;none;none;none
0.0;6;19;6;1;4;216;0;1;11;0;72;4;183;72;Refused Bequest;none;none;none;none;none
2.0;41;11;4;0;4;371;0;2;20;0;147;17;500;71;Refused Bequest;none;none;none;none;none
0.0;3;1;2;1;3;14;0;1;2;0;35;0;100;0;none;none;none;none;none;none
0.0;25;7;5;0;4;124;0;1;7;0;104;12;140;75;none;none;none;none;none;none
